description,temp,temp_min,temp_max,humidity,intervals,number,available_bikes,available_bikes_stands,Day,Bikes_available
broken clouds,9,8,10,71,2021-03-21 11:45:00,116,13,17,Sunday,13
broken clouds,9,8,10,71,2021-03-21 11:45:00,56,9,31,Sunday,9
broken clouds,9,8,10,71,2021-03-21 11:45:00,84,19,11,Sunday,19
broken clouds,9,8,10,71,2021-03-21 11:45:00,74,16,14,Sunday,16
broken clouds,9,8,10,71,2021-03-21 11:45:00,66,6,34,Sunday,6
broken clouds,9,8,10,71,2021-03-21 11:45:00,10,14,2,Sunday,14
broken clouds,9,8,10,71,2021-03-21 11:45:00,7,15,14,Sunday,15
broken clouds,9,8,10,71,2021-03-21 11:45:00,97,23,17,Sunday,23
broken clouds,9,8,10,71,2021-03-21 11:45:00,91,20,10,Sunday,20
broken clouds,9,8,10,71,2021-03-21 11:45:00,80,14,26,Sunday,14
broken clouds,9,8,10,71,2021-03-21 11:45:00,31,14,6,Sunday,14
broken clouds,9,8,10,71,2021-03-21 11:45:00,27,4,16,Sunday,4
broken clouds,9,8,10,71,2021-03-21 11:45:00,78,26,14,Sunday,26
broken clouds,9,8,10,71,2021-03-21 11:45:00,99,1,29,Sunday,1
broken clouds,9,8,10,71,2021-03-21 11:45:00,71,11,29,Sunday,11
broken clouds,9,8,10,71,2021-03-21 11:45:00,59,3,17,Sunday,3
broken clouds,9,8,10,71,2021-03-21 11:45:00,88,21,9,Sunday,21
broken clouds,9,8,10,71,2021-03-21 11:45:00,41,10,10,Sunday,10
broken clouds,9,8,10,71,2021-03-21 11:45:00,76,14,24,Sunday,14
broken clouds,9,8,10,71,2021-03-21 11:45:00,79,14,13,Sunday,14
broken clouds,9,8,10,71,2021-03-21 11:45:00,75,32,8,Sunday,32
broken clouds,9,8,10,71,2021-03-21 11:45:00,53,6,34,Sunday,6
broken clouds,9,8,10,71,2021-03-21 11:45:00,91,19,11,Sunday,19
broken clouds,9,8,10,71,2021-03-21 11:45:00,96,12,18,Sunday,12
broken clouds,9,8,10,71,2021-03-21 11:45:00,64,3,37,Sunday,3
broken clouds,9,8,10,71,2021-03-21 11:45:00,85,29,6,Sunday,29
broken clouds,9,8,10,71,2021-03-21 11:45:00,104,15,25,Sunday,15
broken clouds,9,8,10,71,2021-03-21 11:45:00,38,21,19,Sunday,21
broken clouds,9,8,10,71,2021-03-21 11:45:00,110,14,26,Sunday,14
broken clouds,9,8,10,71,2021-03-21 11:45:00,67,10,30,Sunday,10
broken clouds,9,8,10,71,2021-03-21 11:45:00,113,10,30,Sunday,10
broken clouds,9,8,10,71,2021-03-21 11:45:00,89,9,31,Sunday,9
broken clouds,9,8,10,71,2021-03-21 11:45:00,73,19,11,Sunday,19
broken clouds,9,8,10,71,2021-03-21 11:45:00,69,26,14,Sunday,26
broken clouds,9,8,10,71,2021-03-21 11:45:00,100,24,1,Sunday,24
broken clouds,9,8,10,71,2021-03-21 11:45:00,12,7,13,Sunday,7
broken clouds,9,8,10,71,2021-03-21 11:45:00,106,18,22,Sunday,18
broken clouds,9,8,10,71,2021-03-21 11:45:00,30,7,13,Sunday,7
broken clouds,9,8,10,71,2021-03-21 11:45:00,61,8,17,Sunday,8
broken clouds,9,8,10,71,2021-03-21 11:45:00,19,5,25,Sunday,5
broken clouds,9,8,10,71,2021-03-21 11:45:00,58,8,32,Sunday,8
broken clouds,9,8,10,71,2021-03-21 11:45:00,67,11,29,Sunday,11
broken clouds,9,8,10,71,2021-03-21 11:45:00,63,10,25,Sunday,10
broken clouds,9,8,10,71,2021-03-21 11:45:00,86,5,32,Sunday,5
broken clouds,9,8,10,71,2021-03-21 11:45:00,107,20,20,Sunday,20
broken clouds,9,8,10,71,2021-03-21 11:45:00,63,9,26,Sunday,9
broken clouds,9,8,10,71,2021-03-21 11:45:00,86,6,32,Sunday,6
broken clouds,9,8,10,71,2021-03-21 11:45:00,82,1,21,Sunday,1
broken clouds,9,8,10,71,2021-03-21 11:45:00,54,0,33,Sunday,0
broken clouds,9,8,10,71,2021-03-21 11:45:00,48,3,37,Sunday,3
broken clouds,9,8,10,71,2021-03-21 11:45:00,93,11,29,Sunday,11
broken clouds,9,8,10,71,2021-03-21 11:45:00,25,17,13,Sunday,17
broken clouds,9,8,10,71,2021-03-21 11:45:00,56,6,34,Sunday,6
broken clouds,9,8,10,71,2021-03-21 11:45:00,2,11,9,Sunday,11
broken clouds,9,8,10,71,2021-03-21 11:45:00,65,12,28,Sunday,12
broken clouds,9,8,10,71,2021-03-21 11:45:00,74,17,13,Sunday,17
broken clouds,9,8,10,71,2021-03-21 11:45:00,109,11,18,Sunday,11
broken clouds,9,8,10,71,2021-03-21 11:45:00,111,18,22,Sunday,18
broken clouds,9,8,10,71,2021-03-21 11:45:00,23,5,25,Sunday,5
broken clouds,9,8,10,71,2021-03-21 11:45:00,57,1,22,Sunday,1
broken clouds,9,8,10,71,2021-03-21 11:45:00,40,9,12,Sunday,9
broken clouds,9,8,10,71,2021-03-21 11:45:00,18,15,15,Sunday,15
broken clouds,9,8,10,71,2021-03-21 11:45:00,9,13,11,Sunday,13
broken clouds,9,8,10,71,2021-03-21 11:45:00,50,6,34,Sunday,6
broken clouds,9,8,10,71,2021-03-21 11:45:00,36,9,31,Sunday,9
broken clouds,9,8,10,71,2021-03-21 11:45:00,44,6,24,Sunday,6
broken clouds,9,8,10,71,2021-03-21 11:45:00,114,14,26,Sunday,14
broken clouds,9,8,10,71,2021-03-21 11:45:00,86,5,33,Sunday,5
broken clouds,9,8,10,71,2021-03-21 11:45:00,39,0,20,Sunday,0
broken clouds,9,8,10,71,2021-03-21 11:45:00,49,23,17,Sunday,23
broken clouds,9,8,10,71,2021-03-21 11:45:00,26,11,9,Sunday,11
broken clouds,9,8,10,71,2021-03-21 11:45:00,95,21,19,Sunday,21
broken clouds,9,8,10,71,2021-03-21 11:45:00,107,21,19,Sunday,21
broken clouds,9,8,10,71,2021-03-21 11:45:00,88,21,9,Sunday,21
broken clouds,9,8,10,71,2021-03-21 11:45:00,36,9,31,Sunday,9
broken clouds,9,8,10,71,2021-03-21 11:45:00,116,13,17,Sunday,13
broken clouds,9,8,10,71,2021-03-21 11:45:00,39,0,20,Sunday,0
broken clouds,9,8,10,71,2021-03-21 11:45:00,52,2,30,Sunday,2
broken clouds,9,8,10,71,2021-03-21 11:45:00,74,18,12,Sunday,18
broken clouds,9,8,10,71,2021-03-21 11:45:00,17,8,12,Sunday,8
broken clouds,9,8,10,71,2021-03-21 11:45:00,90,14,26,Sunday,14
broken clouds,9,8,10,71,2021-03-21 11:45:00,103,3,37,Sunday,3
broken clouds,9,8,10,71,2021-03-21 11:45:00,6,1,19,Sunday,1
broken clouds,9,8,10,71,2021-03-21 11:45:00,34,14,16,Sunday,14
broken clouds,9,8,10,71,2021-03-21 11:45:00,117,5,35,Sunday,5
broken clouds,9,8,10,71,2021-03-21 11:45:00,45,6,24,Sunday,6
broken clouds,9,8,10,71,2021-03-21 11:45:00,22,0,20,Sunday,0
broken clouds,9,8,10,71,2021-03-21 11:45:00,42,20,10,Sunday,20
broken clouds,9,8,10,71,2021-03-21 11:45:00,24,5,15,Sunday,5
broken clouds,9,8,10,71,2021-03-21 11:45:00,8,11,19,Sunday,11
broken clouds,9,8,10,71,2021-03-21 11:45:00,72,8,23,Sunday,8
broken clouds,9,8,10,71,2021-03-21 11:45:00,101,7,23,Sunday,7
broken clouds,9,8,10,71,2021-03-21 11:45:00,62,3,37,Sunday,3
broken clouds,9,8,10,71,2021-03-21 11:45:00,78,27,13,Sunday,27
broken clouds,9,8,10,71,2021-03-21 11:45:00,32,11,19,Sunday,11
broken clouds,9,8,10,71,2021-03-21 11:45:00,5,17,23,Sunday,17
broken clouds,9,8,10,71,2021-03-21 11:45:00,11,12,18,Sunday,12
broken clouds,9,8,10,71,2021-03-21 11:45:00,10,12,4,Sunday,12
broken clouds,9,8,10,71,2021-03-21 11:45:00,19,8,22,Sunday,8
broken clouds,9,8,10,71,2021-03-21 11:45:00,33,12,11,Sunday,12
broken clouds,9,8,10,71,2021-03-21 11:45:00,29,23,6,Sunday,23
broken clouds,9,8,10,71,2021-03-21 11:45:00,105,7,29,Sunday,7
broken clouds,9,8,10,71,2021-03-21 11:45:00,13,8,22,Sunday,8
broken clouds,9,8,10,71,2021-03-21 11:45:00,108,13,27,Sunday,13
broken clouds,9,8,10,71,2021-03-21 11:45:00,47,0,40,Sunday,0
broken clouds,9,8,10,71,2021-03-21 11:45:00,67,10,30,Sunday,10
broken clouds,9,8,10,71,2021-03-21 11:45:00,11,12,18,Sunday,12
broken clouds,9,8,10,71,2021-03-21 11:45:00,9,14,10,Sunday,14
broken clouds,9,8,10,71,2021-03-21 11:45:00,2,12,8,Sunday,12
broken clouds,9,8,10,71,2021-03-21 11:45:00,34,12,18,Sunday,12
broken clouds,9,8,10,71,2021-03-21 11:45:00,5,18,22,Sunday,18
broken clouds,9,8,10,71,2021-03-21 11:45:00,68,9,31,Sunday,9
broken clouds,9,8,10,71,2021-03-21 11:45:00,56,10,30,Sunday,10
broken clouds,9,8,10,71,2021-03-21 11:45:00,29,23,6,Sunday,23
broken clouds,9,8,10,71,2021-03-21 11:45:00,103,3,37,Sunday,3
broken clouds,9,8,10,71,2021-03-21 11:45:00,23,5,25,Sunday,5
broken clouds,9,8,10,71,2021-03-21 11:45:00,69,30,10,Sunday,30
broken clouds,9,8,10,71,2021-03-21 11:45:00,39,0,20,Sunday,0
broken clouds,9,8,10,71,2021-03-21 11:45:00,40,9,12,Sunday,9
broken clouds,9,8,10,71,2021-03-21 11:45:00,96,13,17,Sunday,13
broken clouds,9,8,10,71,2021-03-21 11:45:00,36,8,32,Sunday,8
broken clouds,9,8,10,71,2021-03-21 11:45:00,92,11,29,Sunday,11
broken clouds,9,8,10,71,2021-03-21 11:45:00,19,6,24,Sunday,6
broken clouds,9,8,10,71,2021-03-21 11:45:00,44,6,24,Sunday,6
broken clouds,9,8,10,71,2021-03-21 11:45:00,32,11,19,Sunday,11
broken clouds,9,8,10,71,2021-03-21 11:45:00,114,14,26,Sunday,14
broken clouds,9,8,10,71,2021-03-21 11:45:00,62,3,37,Sunday,3
broken clouds,9,8,10,71,2021-03-21 11:45:00,72,8,23,Sunday,8
broken clouds,9,8,10,71,2021-03-21 11:45:00,94,2,38,Sunday,2
broken clouds,9,8,10,71,2021-03-21 11:45:00,85,29,6,Sunday,29
broken clouds,9,8,10,71,2021-03-21 11:45:00,100,24,1,Sunday,24
broken clouds,9,8,10,71,2021-03-21 11:45:00,104,15,25,Sunday,15
broken clouds,9,8,10,71,2021-03-21 11:45:00,42,19,11,Sunday,19
broken clouds,9,8,10,71,2021-03-21 11:45:00,110,14,26,Sunday,14
broken clouds,9,8,10,71,2021-03-21 11:45:00,89,9,31,Sunday,9
broken clouds,9,8,10,71,2021-03-21 11:45:00,111,18,22,Sunday,18
broken clouds,9,8,10,71,2021-03-21 11:45:00,61,8,17,Sunday,8
broken clouds,9,8,10,71,2021-03-21 11:45:00,38,20,20,Sunday,20
broken clouds,9,8,10,71,2021-03-21 11:45:00,105,7,29,Sunday,7
broken clouds,9,8,10,71,2021-03-21 11:45:00,6,1,19,Sunday,1
broken clouds,9,8,10,71,2021-03-21 11:45:00,57,1,22,Sunday,1
broken clouds,9,8,10,71,2021-03-21 11:45:00,83,19,21,Sunday,19
broken clouds,9,8,10,71,2021-03-21 11:45:00,50,3,37,Sunday,3
broken clouds,9,8,10,71,2021-03-21 11:45:00,117,5,35,Sunday,5
broken clouds,9,8,10,71,2021-03-21 11:45:00,18,9,21,Sunday,9
broken clouds,9,8,10,71,2021-03-21 11:45:00,22,0,20,Sunday,0
broken clouds,9,8,10,71,2021-03-21 11:45:00,8,11,19,Sunday,11
broken clouds,9,8,10,71,2021-03-21 11:45:00,101,7,23,Sunday,7
broken clouds,9,8,10,71,2021-03-21 11:45:00,88,20,10,Sunday,20
broken clouds,9,8,10,71,2021-03-21 11:45:00,17,8,12,Sunday,8
broken clouds,9,8,10,71,2021-03-21 11:45:00,69,29,11,Sunday,29
broken clouds,9,8,10,71,2021-03-21 11:45:00,83,20,20,Sunday,20
broken clouds,9,8,10,71,2021-03-21 11:45:00,4,11,9,Sunday,11
broken clouds,9,8,10,71,2021-03-21 11:45:00,21,6,24,Sunday,6
broken clouds,9,8,10,71,2021-03-21 11:45:00,28,3,27,Sunday,3
broken clouds,9,8,10,71,2021-03-21 11:45:00,37,1,29,Sunday,1
broken clouds,9,8,10,71,2021-03-21 11:45:00,87,8,30,Sunday,8
broken clouds,9,8,10,71,2021-03-21 11:45:00,92,12,28,Sunday,12
broken clouds,9,8,10,71,2021-03-21 11:45:00,49,23,17,Sunday,23
broken clouds,9,8,10,71,2021-03-21 11:45:00,59,4,16,Sunday,4
broken clouds,9,8,10,71,2021-03-21 11:45:00,45,7,23,Sunday,7
broken clouds,9,8,10,71,2021-03-21 11:45:00,51,7,33,Sunday,7
broken clouds,9,8,10,71,2021-03-21 11:45:00,77,3,26,Sunday,3
broken clouds,9,8,10,71,2021-03-21 11:45:00,55,11,25,Sunday,11
broken clouds,9,8,10,71,2021-03-21 11:45:00,98,0,40,Sunday,0
broken clouds,9,8,10,71,2021-03-21 11:45:00,47,1,39,Sunday,1
broken clouds,9,8,10,71,2021-03-21 11:45:00,18,12,18,Sunday,12
broken clouds,9,8,10,71,2021-03-21 11:45:00,3,16,4,Sunday,16
broken clouds,9,8,10,71,2021-03-21 11:45:00,16,9,11,Sunday,9
broken clouds,9,8,10,71,2021-03-21 11:45:00,115,22,8,Sunday,22
broken clouds,9,8,10,71,2021-03-21 11:45:00,68,10,30,Sunday,10
broken clouds,9,8,10,71,2021-03-21 11:45:00,15,8,8,Sunday,8
broken clouds,9,8,10,71,2021-03-21 11:45:00,43,15,15,Sunday,15
broken clouds,9,8,10,71,2021-03-21 11:45:00,112,9,21,Sunday,9
broken clouds,9,8,10,71,2021-03-21 11:45:00,33,11,12,Sunday,11
broken clouds,9,8,10,71,2021-03-21 11:45:00,102,9,31,Sunday,9
broken clouds,9,8,10,71,2021-03-21 11:45:00,75,30,10,Sunday,30
broken clouds,9,8,10,71,2021-03-21 11:45:00,95,21,19,Sunday,21
broken clouds,9,8,10,71,2021-03-21 11:45:00,26,10,10,Sunday,10
broken clouds,9,8,10,71,2021-03-21 11:45:00,116,13,17,Sunday,13
broken clouds,9,8,10,71,2021-03-21 11:45:00,56,9,31,Sunday,9
broken clouds,9,8,10,71,2021-03-21 11:45:00,84,19,11,Sunday,19
broken clouds,9,8,10,71,2021-03-21 11:45:00,74,16,14,Sunday,16
broken clouds,9,8,10,71,2021-03-21 11:45:00,66,6,34,Sunday,6
broken clouds,9,8,10,71,2021-03-21 11:45:00,10,14,2,Sunday,14
broken clouds,9,8,10,71,2021-03-21 11:45:00,7,15,14,Sunday,15
broken clouds,9,8,10,71,2021-03-21 11:45:00,97,23,17,Sunday,23
broken clouds,9,8,10,71,2021-03-21 11:45:00,91,20,10,Sunday,20
broken clouds,9,8,10,71,2021-03-21 11:45:00,80,14,26,Sunday,14
broken clouds,9,8,10,71,2021-03-21 11:45:00,31,14,6,Sunday,14
broken clouds,9,8,10,71,2021-03-21 11:45:00,27,4,16,Sunday,4
broken clouds,9,8,10,71,2021-03-21 11:45:00,78,26,14,Sunday,26
broken clouds,9,8,10,71,2021-03-21 11:45:00,99,1,29,Sunday,1
broken clouds,9,8,10,71,2021-03-21 11:45:00,71,11,29,Sunday,11
broken clouds,10,9,11,66,2021-03-21 12:15:00,107,20,20,Sunday,20
broken clouds,10,9,11,66,2021-03-21 12:15:00,109,11,18,Sunday,11
broken clouds,10,9,11,66,2021-03-21 12:15:00,45,3,27,Sunday,3
broken clouds,10,9,11,66,2021-03-21 12:15:00,78,29,11,Sunday,29
broken clouds,10,9,11,66,2021-03-21 12:15:00,6,2,18,Sunday,2
broken clouds,10,9,11,66,2021-03-21 12:15:00,41,10,10,Sunday,10
broken clouds,10,9,11,66,2021-03-21 12:15:00,79,14,13,Sunday,14
broken clouds,10,9,11,66,2021-03-21 12:15:00,82,3,19,Sunday,3
broken clouds,10,9,11,66,2021-03-21 12:15:00,117,3,37,Sunday,3
broken clouds,10,9,11,66,2021-03-21 12:15:00,90,16,24,Sunday,16
broken clouds,10,9,11,66,2021-03-21 12:15:00,64,1,39,Sunday,1
broken clouds,10,9,11,66,2021-03-21 12:15:00,88,23,7,Sunday,23
broken clouds,10,9,11,66,2021-03-21 12:15:00,17,5,15,Sunday,5
broken clouds,10,9,11,66,2021-03-21 12:15:00,61,6,19,Sunday,6
broken clouds,10,9,11,66,2021-03-21 12:15:00,100,24,1,Sunday,24
broken clouds,10,9,11,66,2021-03-21 12:15:00,95,20,20,Sunday,20
broken clouds,10,9,11,66,2021-03-21 12:15:00,113,11,29,Sunday,11
broken clouds,10,9,11,66,2021-03-21 12:15:00,89,9,31,Sunday,9
broken clouds,10,9,11,66,2021-03-21 12:15:00,39,3,17,Sunday,3
broken clouds,10,9,11,66,2021-03-21 12:15:00,12,9,11,Sunday,9
broken clouds,10,9,11,66,2021-03-21 12:15:00,96,12,18,Sunday,12
broken clouds,10,9,11,66,2021-03-21 12:15:00,2,7,13,Sunday,7
broken clouds,10,9,11,66,2021-03-21 12:15:00,106,18,22,Sunday,18
broken clouds,10,9,11,66,2021-03-21 12:15:00,87,6,32,Sunday,6
broken clouds,10,9,11,66,2021-03-21 12:15:00,68,12,28,Sunday,12
broken clouds,10,9,11,66,2021-03-21 12:15:00,3,16,4,Sunday,16
broken clouds,10,9,11,66,2021-03-21 12:15:00,65,13,27,Sunday,13
broken clouds,10,9,11,66,2021-03-21 12:15:00,94,2,38,Sunday,2
broken clouds,10,9,11,66,2021-03-21 12:15:00,56,8,32,Sunday,8
broken clouds,10,9,11,66,2021-03-21 12:15:00,13,8,22,Sunday,8
broken clouds,10,9,11,66,2021-03-21 12:15:00,61,7,18,Sunday,7
broken clouds,10,9,11,66,2021-03-21 12:15:00,3,15,5,Sunday,15
broken clouds,10,9,11,66,2021-03-21 12:15:00,9,15,9,Sunday,15
broken clouds,10,9,11,66,2021-03-21 12:15:00,48,5,35,Sunday,5
broken clouds,10,9,11,66,2021-03-21 12:15:00,47,0,40,Sunday,0
broken clouds,10,9,11,66,2021-03-21 12:15:00,110,14,26,Sunday,14
broken clouds,10,9,11,66,2021-03-21 12:15:00,63,9,26,Sunday,9
broken clouds,10,9,11,66,2021-03-21 12:15:00,32,12,18,Sunday,12
broken clouds,10,9,11,66,2021-03-21 12:15:00,49,23,17,Sunday,23
broken clouds,10,9,11,66,2021-03-21 12:15:00,28,12,18,Sunday,12
broken clouds,10,9,11,66,2021-03-21 12:15:00,54,0,33,Sunday,0
broken clouds,10,9,11,66,2021-03-21 12:15:00,93,11,29,Sunday,11
broken clouds,10,9,11,66,2021-03-21 12:15:00,67,11,29,Sunday,11
broken clouds,10,9,11,66,2021-03-21 12:15:00,105,7,29,Sunday,7
broken clouds,10,9,11,66,2021-03-21 12:15:00,51,6,34,Sunday,6
broken clouds,10,9,11,66,2021-03-21 12:15:00,103,5,35,Sunday,5
broken clouds,10,9,11,66,2021-03-21 12:15:00,31,16,4,Sunday,16
broken clouds,10,9,11,66,2021-03-21 12:15:00,23,5,25,Sunday,5
broken clouds,10,9,11,66,2021-03-21 12:15:00,91,19,11,Sunday,19
broken clouds,10,9,11,66,2021-03-21 12:15:00,33,13,10,Sunday,13
broken clouds,10,9,11,66,2021-03-21 12:15:00,86,2,36,Sunday,2
broken clouds,10,9,11,66,2021-03-21 12:15:00,112,7,23,Sunday,7
broken clouds,10,9,11,66,2021-03-21 12:15:00,69,26,14,Sunday,26
broken clouds,10,9,11,66,2021-03-21 12:15:00,87,4,34,Sunday,4
broken clouds,10,9,11,66,2021-03-21 12:15:00,83,22,18,Sunday,22
broken clouds,10,9,11,66,2021-03-21 12:15:00,59,4,16,Sunday,4
broken clouds,10,9,11,66,2021-03-21 12:15:00,63,11,24,Sunday,11
broken clouds,10,9,11,66,2021-03-21 12:15:00,8,11,19,Sunday,11
broken clouds,10,9,11,66,2021-03-21 12:15:00,99,3,27,Sunday,3
broken clouds,10,9,11,66,2021-03-21 12:15:00,38,19,21,Sunday,19
broken clouds,10,9,11,66,2021-03-21 12:15:00,101,6,24,Sunday,6
broken clouds,10,9,11,66,2021-03-21 12:15:00,26,11,9,Sunday,11
broken clouds,10,9,11,66,2021-03-21 12:15:00,19,3,27,Sunday,3
broken clouds,10,9,11,66,2021-03-21 12:15:00,18,17,13,Sunday,17
broken clouds,10,9,11,66,2021-03-21 12:15:00,73,17,13,Sunday,17
broken clouds,10,9,11,66,2021-03-21 12:15:00,92,13,27,Sunday,13
broken clouds,10,9,11,66,2021-03-21 12:15:00,57,1,22,Sunday,1
broken clouds,10,9,11,66,2021-03-21 12:15:00,72,4,27,Sunday,4
broken clouds,10,9,11,66,2021-03-21 12:15:00,27,4,16,Sunday,4
broken clouds,10,9,11,66,2021-03-21 12:15:00,29,7,22,Sunday,7
broken clouds,10,9,11,66,2021-03-21 12:15:00,75,30,10,Sunday,30
broken clouds,10,9,11,66,2021-03-21 12:15:00,52,0,32,Sunday,0
broken clouds,10,9,11,66,2021-03-21 12:15:00,8,12,18,Sunday,12
broken clouds,10,9,11,66,2021-03-21 12:15:00,80,12,28,Sunday,12
broken clouds,10,9,11,66,2021-03-21 12:15:00,43,16,14,Sunday,16
broken clouds,10,9,11,66,2021-03-21 12:15:00,24,5,15,Sunday,5
broken clouds,10,9,11,66,2021-03-21 12:15:00,104,14,26,Sunday,14
broken clouds,10,9,11,66,2021-03-21 12:15:00,77,2,27,Sunday,2
broken clouds,10,9,11,66,2021-03-21 12:15:00,40,10,11,Sunday,10
broken clouds,10,9,11,66,2021-03-21 12:15:00,36,11,29,Sunday,11
broken clouds,10,9,11,66,2021-03-21 12:15:00,30,10,10,Sunday,10
broken clouds,10,9,11,66,2021-03-21 12:15:00,5,17,23,Sunday,17
broken clouds,10,9,11,66,2021-03-21 12:15:00,76,15,23,Sunday,15
broken clouds,10,9,11,66,2021-03-21 12:15:00,62,1,39,Sunday,1
broken clouds,10,9,11,66,2021-03-21 12:15:00,58,11,29,Sunday,11
broken clouds,10,9,11,66,2021-03-21 12:15:00,44,9,21,Sunday,9
broken clouds,10,9,11,66,2021-03-21 12:15:00,10,14,2,Sunday,14
broken clouds,10,9,11,66,2021-03-21 12:15:00,19,5,25,Sunday,5
broken clouds,10,9,11,66,2021-03-21 12:15:00,50,6,34,Sunday,6
broken clouds,10,9,11,66,2021-03-21 12:15:00,28,12,18,Sunday,12
broken clouds,10,9,11,66,2021-03-21 12:15:00,114,15,25,Sunday,15
broken clouds,10,9,11,66,2021-03-21 12:15:00,72,5,25,Sunday,5
broken clouds,10,9,11,66,2021-03-21 12:15:00,76,15,23,Sunday,15
broken clouds,10,9,11,66,2021-03-21 12:15:00,91,21,9,Sunday,21
broken clouds,10,9,11,66,2021-03-21 12:15:00,62,1,39,Sunday,1
broken clouds,10,9,11,66,2021-03-21 12:15:00,19,9,21,Sunday,9
broken clouds,10,9,11,66,2021-03-21 12:15:00,16,8,12,Sunday,8
broken clouds,10,9,11,66,2021-03-21 12:15:00,103,4,36,Sunday,4
broken clouds,10,9,11,66,2021-03-21 12:15:00,27,4,16,Sunday,4
broken clouds,10,9,11,66,2021-03-21 12:15:00,51,6,34,Sunday,6
broken clouds,10,9,11,66,2021-03-21 12:15:00,92,13,27,Sunday,13
broken clouds,10,9,11,66,2021-03-21 12:15:00,68,8,32,Sunday,8
broken clouds,10,9,11,66,2021-03-21 12:15:00,44,11,19,Sunday,11
broken clouds,10,9,11,66,2021-03-21 12:15:00,31,16,4,Sunday,16
broken clouds,10,9,11,66,2021-03-21 12:15:00,23,5,25,Sunday,5
broken clouds,10,9,11,66,2021-03-21 12:15:00,33,13,10,Sunday,13
broken clouds,10,9,11,66,2021-03-21 12:15:00,90,14,26,Sunday,14
broken clouds,10,9,11,66,2021-03-21 12:15:00,85,28,7,Sunday,28
broken clouds,10,9,11,66,2021-03-21 12:15:00,66,2,38,Sunday,2
broken clouds,10,9,11,66,2021-03-21 12:15:00,59,4,16,Sunday,4
broken clouds,10,9,11,66,2021-03-21 12:15:00,52,3,29,Sunday,3
broken clouds,10,9,11,66,2021-03-21 12:15:00,32,11,19,Sunday,11
broken clouds,10,9,11,66,2021-03-21 12:15:00,12,10,10,Sunday,10
broken clouds,10,9,11,66,2021-03-21 12:15:00,36,11,29,Sunday,11
broken clouds,10,9,11,66,2021-03-21 12:15:00,43,17,13,Sunday,17
broken clouds,10,9,11,66,2021-03-21 12:15:00,85,27,8,Sunday,27
broken clouds,10,9,11,66,2021-03-21 12:15:00,64,1,39,Sunday,1
broken clouds,10,9,11,66,2021-03-21 12:15:00,96,12,18,Sunday,12
broken clouds,10,9,11,66,2021-03-21 12:15:00,17,5,15,Sunday,5
broken clouds,10,9,11,66,2021-03-21 12:15:00,100,24,1,Sunday,24
broken clouds,10,9,11,66,2021-03-21 12:15:00,95,20,20,Sunday,20
broken clouds,10,9,11,66,2021-03-21 12:15:00,86,2,36,Sunday,2
broken clouds,10,9,11,66,2021-03-21 12:15:00,89,9,31,Sunday,9
broken clouds,10,9,11,66,2021-03-21 12:15:00,42,19,11,Sunday,19
broken clouds,10,9,11,66,2021-03-21 12:15:00,69,27,13,Sunday,27
broken clouds,10,9,11,66,2021-03-21 12:15:00,50,4,36,Sunday,4
broken clouds,10,9,11,66,2021-03-21 12:15:00,61,8,17,Sunday,8
broken clouds,10,9,11,66,2021-03-21 12:15:00,105,7,29,Sunday,7
broken clouds,10,9,11,66,2021-03-21 12:15:00,57,1,22,Sunday,1
broken clouds,10,9,11,66,2021-03-21 12:15:00,29,7,22,Sunday,7
broken clouds,10,9,11,66,2021-03-21 12:15:00,117,5,35,Sunday,5
broken clouds,10,9,11,66,2021-03-21 12:15:00,88,22,8,Sunday,22
broken clouds,10,9,11,66,2021-03-21 12:15:00,24,5,15,Sunday,5
broken clouds,10,9,11,66,2021-03-21 12:15:00,104,14,26,Sunday,14
broken clouds,10,9,11,66,2021-03-21 12:15:00,10,13,3,Sunday,13
broken clouds,10,9,11,66,2021-03-21 12:15:00,99,3,27,Sunday,3
broken clouds,10,9,11,66,2021-03-21 12:15:00,5,17,23,Sunday,17
broken clouds,10,9,11,66,2021-03-21 12:15:00,38,19,21,Sunday,19
broken clouds,10,9,11,66,2021-03-21 12:15:00,15,9,7,Sunday,9
broken clouds,10,9,11,66,2021-03-21 12:15:00,18,16,14,Sunday,16
broken clouds,10,9,11,66,2021-03-21 12:15:00,91,20,10,Sunday,20
broken clouds,10,9,11,66,2021-03-21 12:15:00,108,11,29,Sunday,11
broken clouds,10,9,11,66,2021-03-21 12:15:00,111,17,23,Sunday,17
broken clouds,10,9,11,66,2021-03-21 12:15:00,34,8,22,Sunday,8
broken clouds,10,9,11,66,2021-03-21 12:15:00,25,16,14,Sunday,16
broken clouds,10,9,11,66,2021-03-21 12:15:00,44,9,21,Sunday,9
broken clouds,10,9,11,66,2021-03-21 12:15:00,102,8,32,Sunday,8
broken clouds,10,9,11,66,2021-03-21 12:15:00,49,24,16,Sunday,24
broken clouds,10,9,11,66,2021-03-21 12:15:00,37,1,29,Sunday,1
broken clouds,10,9,11,66,2021-03-21 12:15:00,11,13,17,Sunday,13
broken clouds,10,9,11,66,2021-03-21 12:15:00,68,10,30,Sunday,10
broken clouds,10,9,11,66,2021-03-21 12:15:00,75,29,11,Sunday,29
broken clouds,10,9,11,66,2021-03-21 12:15:00,115,21,9,Sunday,21
broken clouds,10,9,11,66,2021-03-21 12:15:00,98,0,40,Sunday,0
